"Projet.Code_Decision_ANR";"Projet.Acronyme";"Projet.Partenaire.Code_Decision_ANR";"Projet.Partenaire.Est_coordinateur";"Projet.Partenaire.Nom_organisme";"Projet.Partenaire.Categorie_organisme";"Projet.Partenaire.Responsable_scientifique.Nom";"Projet.Partenaire.Responsable_scientifique.Prenom";"Projet.Partenaire.Adresse.Ville";"Projet.Partenaire.Adresse.Region";"Projet.Partenaire.Adresse.Pays"
"ANR-09-VPTT-0015";"ATAC-CONCEPT";"ANR-09-VPTT-0015-01";True;"AucuneAide";"Laboratoire public";"CARDARELLI";"Felice";"";"";"France"
"ANR-09-VPTT-0015";"ATAC-CONCEPT";"ANR-09-VPTT-0015-02";False;"ALSTOM TRANSPORT SA";"Entreprise autre que TPE ou PME";"GIELCZINSKI";"Gerard";"";"";"France"
"ANR-09-VPTT-0015";"ATAC-CONCEPT";"ANR-09-VPTT-0015-03";False;"UNIVERSITE DE VALENCIENNES ET DU HAINAUT-CAMBRESIS";"Laboratoire public";"HARMAND";"Souad";"";"";"France"
"ANR-09-VPTT-0014";"VOLHAND";"ANR-09-VPTT-0014-05";False;"INSTITUT Français DES SCIENCES ET TECHNOLOGIES DES TRANSPORTS, DE L AMENAGEMENT ET DES RESEAUX ( IFSTTAR)";"Divers public";"DUPIN";"Francis";"";"";"France"
"ANR-09-VPTT-0014";"VOLHAND";"ANR-09-VPTT-0014-01";True;"UNIVERSITE DE VALENCIENNES ET DU HAINAUT-CAMBRESIS";"Laboratoire public";"Pudlo";"Philippe";"";"";"France"
"ANR-09-VPTT-0014";"VOLHAND";"ANR-09-VPTT-0014-06";False;"JTEKT EUROPE";"Entreprise autre que TPE ou PME";"KADA";"Tomoyasu";"";"";"France"
"ANR-09-VPTT-0014";"VOLHAND";"ANR-09-VPTT-0014-04";False;"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE - DELEGATION REGIONALE RHONE-ALPES SECTEUR ALPES";"Divers public";"CANUDAS-DE-WIT";"Carlos";"";"";"France"
"ANR-09-VPTT-0014";"VOLHAND";"ANR-09-VPTT-0014-02";False;"CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE LILLE";"Divers public";"THEVENON";"André";"";"";"France"
"ANR-09-VPTT-0014";"VOLHAND";"ANR-09-VPTT-0014-03";False;"FONDATION HOPALE";"Laboratoire public";"Bouilland";"Stéphane";"";"";"France"
"ANR-09-VPTT-0013";"TAYLRUB";"ANR-09-VPTT-0013-01";True;"RHODIA OPERATIONS SAS";"Entreprise autre que TPE ou PME";"ODONI";"Ludovic";"";"";"France"
"ANR-09-VPTT-0013";"TAYLRUB";"ANR-09-VPTT-0013-03";False;"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE - DELEGATION REGIONALE ILE-DE-FRANCE SECTEUR PARIS B";"Divers public";"LEQUEUX";"François";"";"";"France"
"ANR-09-VPTT-0013";"TAYLRUB";"ANR-09-VPTT-0013-02";False;"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE - DELEGATION REGIONALE RHONE-AUVERGNE";"Divers public";"LONG";"Didier";"";"";"France"
"ANR-09-VPTT-0012";"SYNERGIE";"ANR-09-VPTT-0012-08";False;"FAURECIA SYSTEMES DECHAPPEMENT";"Entreprise autre que TPE ou PME";"RAGOT";"Denis";"Bavans";"Bourgogne-Franche-Comté";"France"
"ANR-09-VPTT-0012";"SYNERGIE";"ANR-09-VPTT-0012-03";False;"ECOLE CENTRALE DE NANTES";"Laboratoire public";"CHESSE";"PASCAL";"";"";"France"
"ANR-09-VPTT-0012";"SYNERGIE";"ANR-09-VPTT-0012-01";True;"IFP ENERGIES NOUVELLES";"Divers public";"WATEL";"Eric";"";"";"France"
"ANR-09-VPTT-0012";"SYNERGIE";"ANR-09-VPTT-0012-02";False;"DELPHI FRANCE SAS";"Entreprise autre que TPE ou PME";"DORADOUX";"Laurent";"";"";"France"
"ANR-09-VPTT-0012";"SYNERGIE";"ANR-09-VPTT-0012-07";False;"VALEO EQUIPEMENTS ELECTRIQUES MOTEUR";"Entreprise autre que TPE ou PME";"MGHAIETH";"Mohamed";"";"";"France"
"ANR-09-VPTT-0012";"SYNERGIE";"ANR-09-VPTT-0012-04";False;"FAURECIA BLOC AVANT (F.B.A)";"Entreprise autre que TPE ou PME";"RAGOT";"Denis";"";"";"France"
"ANR-09-VPTT-0012";"SYNERGIE";"ANR-09-VPTT-0012-05";False;"GIE REGIENOV";"Entreprise autre que TPE ou PME";"MALLET";"Philippe";"";"";"France"
"ANR-09-VPTT-0012";"SYNERGIE";"ANR-09-VPTT-0012-06";False;"VALEO SYSTEMES THERMIQUES";"Entreprise autre que TPE ou PME";"MOROZ";"Stephanie";"";"";"France"
"ANR-09-VPTT-0011";"SPEEDCAM";"ANR-09-VPTT-0011-02";False;"VALEO ETUDES ELECTRONIQUES";"Divers privé";"FLEURY";"Benoist";"";"";"France"
"ANR-09-VPTT-0011";"SPEEDCAM";"ANR-09-VPTT-0011-01";True;"ASSOCIATION POUR LA RECHERCHE ET LE DEVELOPPEMENT DES METHODES ET PROCESSUS INDUSTRIELS (ARMINES)";"Laboratoire public";"NASHASHIBI";"Fawzi";"";"";"France"
"ANR-09-VPTT-0010";"SIMCAL";"ANR-09-VPTT-0010-06";False;"IFP ENERGIES NOUVELLES";"Divers public";"SAUVANT-MOYNOT";"Valérie";"";"";"France"
"ANR-09-VPTT-0010";"SIMCAL";"ANR-09-VPTT-0010-01";True;"COMMISSARIAT A LENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES";"Divers public";"DELAILLE";"Arnaud";"";"";"France"
"ANR-09-VPTT-0010";"SIMCAL";"ANR-09-VPTT-0010-02";False;"GIE REGIENOV";"Entreprise autre que TPE ou PME";"GYAN";"Philippe";"";"";"France"
"ANR-09-VPTT-0010";"SIMCAL";"ANR-09-VPTT-0010-03";False;"PEUGEOT CITROEN AUTOMOBILE SA";"Entreprise autre que TPE ou PME";"PORCELLATO";"Denis";"";"";"France"
"ANR-09-VPTT-0010";"SIMCAL";"ANR-09-VPTT-0010-04";False;"VALEO EQUIPEMENTS ELECTRIQUES MOTEUR";"Entreprise autre que TPE ou PME";"BENCHETRITE";"Daniel";"";"";"France"
"ANR-09-VPTT-0010";"SIMCAL";"ANR-09-VPTT-0010-05";False;"SAFT";"Entreprise autre que TPE ou PME";"BOURLOT";"Sandrine";"";"";"France"
"ANR-09-VPTT-0010";"SIMCAL";"ANR-09-VPTT-0010-07";False;"ELECTRICITE DE France - EDF";"Entreprise autre que TPE ou PME";"JAMY";"Lionel";"";"";"France"
"ANR-09-VPTT-0010";"SIMCAL";"ANR-09-VPTT-0010-08";False;"ECOLE D INGENIEURS EN GENIE DES SYSTEMES INDUSTRIELS (EIGSI)";"Laboratoire public";"DUCLAUD";"Francois";"";"";"France"
"ANR-09-VPTT-0010";"SIMCAL";"ANR-09-VPTT-0010-09";False;"INSTITUT POLYTECHNIQUE BORDEAUX";"Laboratoire public";"VINASSA";"Jean-michel";"";"";"France"
"ANR-09-VPTT-0010";"SIMCAL";"ANR-09-VPTT-0010-10";False;"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE - DELEGATION REGIONALE NORD-PAS-DE-CALAIS ET PICARDIE";"Divers public";"Morcrette";"Mathieu";"";"";"France"
"ANR-09-VPTT-0010";"SIMCAL";"ANR-09-VPTT-0010-11";False;"UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE";"Laboratoire public";"FORGEZ";"Christophe";"";"";"France"
"ANR-09-VPTT-0010";"SIMCAL";"ANR-09-VPTT-0010-12";False;"INSTITUT Français DES SCIENCES ET TECHNOLOGIES DES TRANSPORTS, DE L AMENAGEMENT ET DES RESEAUX ( IFSTTAR)";"Divers public";"PÉLISSIER";"Serge";"";"";"France"
"ANR-09-VPTT-0010";"SIMCAL";"ANR-09-VPTT-0010-13";False;"LMS IMAGINE SA";"PME";"SCORDIA";"Julien";"";"";"France"
"ANR-09-VPTT-0009";"PRODIGE";"ANR-09-VPTT-0009-02";False;"ECOLE D INGENIEURS EN GENIE DES SYSTEMES INDUSTRIELS (EIGSI)";"Laboratoire public";"MALHENNE";"Nicolas";"";"";"France"
"ANR-09-VPTT-0009";"PRODIGE";"ANR-09-VPTT-0009-01";True;"UNIVERSITE BORDEAUX I";"Laboratoire public";"DESCHAMPS";"Jean-Christophe";"";"";"France"
"ANR-09-VPTT-0009";"PRODIGE";"ANR-09-VPTT-0009-03";False;"CHAMBRE DE COMMERCE ET D INDUSTRIE DE BORDEAUX - BORDEAUX ECOLE DE MANAGEMENT (BEM)";"Laboratoire public";"ROQUES";"Thierry";"";"";"France"
"ANR-09-VPTT-0009";"PRODIGE";"ANR-09-VPTT-0009-04";False;"GEOLOC SYSTEMS";"TPE";"PERPEY";"andre";"";"";"France"
"ANR-09-VPTT-0009";"PRODIGE";"ANR-09-VPTT-0009-05";False;"GT LOCATION";"Divers privé";"SARRAT";"M";"";"";"France"
"ANR-09-VPTT-0009";"PRODIGE";"ANR-09-VPTT-0009-06";False;"FEDERATION DES ENTREPRISES DE TRANSPORT ET LOGISTIQUE";"Divers privé";"PUHARRE";"Franck";"Bordeaux";"Nouvelle-Aquitaine";"France"
"ANR-09-VPTT-0009";"PRODIGE";"ANR-09-VPTT-0009-07";False;"PRODUCTION LOGISTIQUE SERVICE - INOVELEC PLS";"PME";"FLOISSAT";"A";"";"";"France"
"ANR-09-VPTT-0008";"METAPHORT";"ANR-09-VPTT-0008-08";False;"UNIVERSITE DE PARIS XI [PARIS- SUD]";"Laboratoire public";"de lustrac";"andré";"";"";"France"
"ANR-09-VPTT-0008";"METAPHORT";"ANR-09-VPTT-0008-07";False;"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE - DELEGATION AQUITAINE LIMOUSIN";"Divers public";"VAUZELLE";"Rodolphe";"";"";"France"
"ANR-09-VPTT-0008";"METAPHORT";"ANR-09-VPTT-0008-06";False;"UNIVERSITE DE BRETAGNE OCCIDENTALE";"Laboratoire public";"QUEFFELEC";"Patrick";"";"";"France"
"ANR-09-VPTT-0008";"METAPHORT";"ANR-09-VPTT-0008-05";False;"INSTITUT TELECOM";"Laboratoire public";"Gallée";"François";"";"";"France"
"ANR-09-VPTT-0008";"METAPHORT";"ANR-09-VPTT-0008-04";False;"INSTITUT NATIONAL DES SCIENCES APPLIQUEES - INSA DE RENNES";"Laboratoire public";"BESNIER";"Philippe";"";"";"France"
"ANR-09-VPTT-0008";"METAPHORT";"ANR-09-VPTT-0008-03";False;"UNIVERSITE DE BRETAGNE OCCIDENTALE";"Laboratoire public";"DEBLASI";"Serge";"";"";"France"
"ANR-09-VPTT-0008";"METAPHORT";"ANR-09-VPTT-0008-02";False;"ALSTOM TRANSPORT SA";"Entreprise autre que TPE ou PME";"VETILLARD";"Jean-Noel";"";"";"France"
"ANR-09-VPTT-0008";"METAPHORT";"ANR-09-VPTT-0008-01";True;"INSTITUT Français DES SCIENCES ET TECHNOLOGIES DES TRANSPORTS, DE L AMENAGEMENT ET DES RESEAUX ( IFSTTAR)";"Divers public";"SEETHARAMDOO";"Divitha";"";"";"France"
"ANR-09-VPTT-0007";"E-SAFE";"ANR-09-VPTT-0007-01";True;"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE - DELEGATION REGIONALE MIDI-PYRENEES";"Divers public";"CAIGNET";"Fabrice";"";"";"France"
"ANR-09-VPTT-0007";"E-SAFE";"ANR-09-VPTT-0007-02";False;"VALEO ETUDES ELECTRONIQUES";"Entreprise autre que TPE ou PME";"LAFON";"Frederic";"";"";"France"
"ANR-09-VPTT-0007";"E-SAFE";"ANR-09-VPTT-0007-03";False;"FREESCALE SEMICONDUCTEURS France SAS (FSL)";"Entreprise autre que TPE ou PME";"BESSE";"Patrice";"";"";"France"
"ANR-09-VPTT-0007";"E-SAFE";"ANR-09-VPTT-0007-04";False;"VALEO EQUIPEMENTS ELECTRIQUES MOTEU";"PME";"";"";"Créteil";"Île-de-France";"France"
"ANR-09-VPTT-0006";"DICO";"ANR-09-VPTT-0006-06";False;"DELPHI France SAS";"Entreprise autre que TPE ou PME";"DORADOUX";"Laurent";"Blois";"";""
"ANR-09-VPTT-0006";"DICO";"ANR-09-VPTT-0006-05";False;"CTRE ETUDE RECHERCHE TECHNOL AEROTHERM (CERTAM)";"Laboratoire public";"DIONNET";"Frédéric";"";"";"France"
"ANR-09-VPTT-0006";"DICO";"ANR-09-VPTT-0006-04";False;"IFP ENERGIES NOUVELLES";"Divers public";"Bruneaux";"Gilles";"";"";"France"
"ANR-09-VPTT-0006";"DICO";"ANR-09-VPTT-0006-03";False;"DELPHI FRANCE SAS";"Entreprise autre que TPE ou PME";"DORADOUX";"Laurent";"";"";"France"
"ANR-09-VPTT-0006";"DICO";"ANR-09-VPTT-0006-02";False;"RENAULT TRUCKS";"Entreprise autre que TPE ou PME";"LOMBARD";"Benoit";"";"";"France"
"ANR-09-VPTT-0006";"DICO";"ANR-09-VPTT-0006-01";True;"GIE REGIENOV";"Entreprise autre que TPE ou PME";"Patrick";"GASTALDI";"";"";"France"
"ANR-09-VPTT-0005";"ATMO";"ANR-09-VPTT-0005-04";False;"UNIVERSITE PARIS VI [PIERRE ET MARIE CURIE]";"Laboratoire public";"GUIBERT";"Philippe";"";"";"France"
"ANR-09-VPTT-0005";"ATMO";"ANR-09-VPTT-0005-03";False;"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE DELEGATION REGIONALE NORMANDIE";"Divers public";"DATURI";"Marco";"";"";"France"
"ANR-09-VPTT-0005";"ATMO";"ANR-09-VPTT-0005-02";False;"UNIVERSITE PARIS VI [PIERRE ET MARIE CURIE]";"Laboratoire public";"Da Costa";"Patrick";"";"";"France"
"ANR-09-VPTT-0005";"ATMO";"ANR-09-VPTT-0005-01";True;"GIE REGIENOV";"Entreprise autre que TPE ou PME";"TEIXEIRA DE MELO";"Mario";"";"";"France"
"ANR-09-VPTT-0004";"ATLAS";"ANR-09-VPTT-0004-01";True;"INSTITUT Français DES SCIENCES ET TECHNOLOGIES DES TRANSPORTS, DE L AMENAGEMENT ET DES RESEAUX ( IFSTTAR)";"Divers public";"Catherine";"GABAUDE";"";"";"France"
"ANR-09-VPTT-0004";"ATLAS";"ANR-09-VPTT-0004-02";False;"INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE - DELEGATION DE BORDEAUX";"Divers public";"LAGARDE";"Emmanuel";"";"";"France"
"ANR-09-VPTT-0004";"ATLAS";"ANR-09-VPTT-0004-04";False;"CONTINENTAL AUTOMOTIVE FRANCE";"Entreprise autre que TPE ou PME";"COUR";"Maurice";"";"";"France"
"ANR-09-VPTT-0004";"ATLAS";"ANR-09-VPTT-0004-03";False;"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE - DELEGATION REGIONALE MIDI-PYRENEES";"Divers public";"LEMERCIER";"Céline";"";"";"France"
"ANR-09-VPTT-0004";"ATLAS";"ANR-09-VPTT-0004-05";False;"UNIVERSITE DE PARIS XI [PARIS- SUD]";"Laboratoire public";"Maury";"Bertrand";"";"";"France"
"ANR-09-VPTT-0003";"AROMAT";"ANR-09-VPTT-0003-05";False;"UNIVERSITE DE BESANCON [FRANCHE-COMTE]";"Laboratoire public";"ESPANET";"Christophe";"";"";"France"
"ANR-09-VPTT-0003";"AROMAT";"ANR-09-VPTT-0003-04";False;"MICRO DB";"TPE";"";"";"";"";"France"
"ANR-09-VPTT-0003";"AROMAT";"ANR-09-VPTT-0003-03";False;"ECOLE CENTRALE DE LILLE";"Laboratoire public";"HECQUET";"Michel";"";"";"France"
"ANR-09-VPTT-0003";"AROMAT";"ANR-09-VPTT-0003-02";False;"UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE";"Laboratoire public";"LANFRANCHI";"Vincent";"";"";"France"
"ANR-09-VPTT-0003";"AROMAT";"ANR-09-VPTT-0003-01";True;"ALSTOM TRANSPORT SA";"Entreprise autre que TPE ou PME";"RANDRIA";"Andry";"";"";"France"
"ANR-09-VPTT-0002";"ACTING-C02";"ANR-09-VPTT-0002-03";False;"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE DELEGATION REGIONALE NORMANDIE";"Divers public";"CESSOU";"Armelle";"";"";"France"
"ANR-09-VPTT-0002";"ACTING-C02";"ANR-09-VPTT-0002-02";False;"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE - DELEGATION REGIONALE RHONE-AUVERGNE";"Divers public";"ESCUDIÉ";"Dany";"";"";"France"
"ANR-09-VPTT-0002";"ACTING-C02";"ANR-09-VPTT-0002-01";True;"GROUPEMENT SCIENTIFIQUE MOTEURS G.S.M.";"Entreprise autre que TPE ou PME";"MARTIN";"Brigitte";"";"";"France"
"ANR-09-VPTT-0001";"ABV";"ANR-09-VPTT-0001-05";False;"UNIVERSITE DE PARIS XI [PARIS- SUD]";"Laboratoire public";"LAMBERT";"Alain";"";"";"France"
"ANR-09-VPTT-0001";"ABV";"ANR-09-VPTT-0001-01";True;"INSTITUT Français DES SCIENCES ET TECHNOLOGIES DES TRANSPORTS, DE L AMENAGEMENT ET DES RESEAUX ( IFSTTAR)";"Divers public";"GLASER";"Sébastien";"";"";"France"
"ANR-09-VPTT-0001";"ABV";"ANR-09-VPTT-0001-02";False;"CONTINENTAL AUTOMOTIVE FRANCE";"Entreprise autre que TPE ou PME";"COUR";"Maurice";"";"";"France"
"ANR-09-VPTT-0001";"ABV";"ANR-09-VPTT-0001-03";False;"UNIVERSITE DEVRY [VAL DESSONNE]";"Laboratoire public";"NOUVELIERE";"Lydie";"";"";"France"
"ANR-09-VPTT-0001";"ABV";"ANR-09-VPTT-0001-04";False;"AucuneAide";"Laboratoire public";"MICHEL";"Gilles";"";"";"France"
"ANR-09-VPTT-0001";"ABV";"ANR-09-VPTT-0001-06";False;"INDUCT SAS";"PME";"";"";"Croissy-sur-Seine";"Île-de-France";"France"
"ANR-09-VPTT-0001";"ABV";"ANR-09-VPTT-0001-07";False;"INSTITUT NATIONAL DE RECHERCHE EN INFORMATIQUE ET EN AUTOMATIQUE - (INRIA Siège)";"Divers public";"Nashashibi";"Fawzi";"";"";"France"
"ANR-09-VPTT-0001";"ABV";"ANR-09-VPTT-0001-08";False;"UNIVERSITE DE VALENCIENNES ET DU HAINAUT-CAMBRESIS";"Laboratoire public";"Popieul";"Jean-Christophe";"";"";"France"
"ANR-09-VPTT-0001";"ABV";"ANR-09-VPTT-0001-09";False;"VIAMETRIS";"TPE";"NINOT";"J";"";"";"France"
"ANR-09-VPTT-0001";"ABV";"ANR-09-VPTT-0001-10";False;"UNIVERSITE DE HAUTE ALSACE";"Laboratoire public";"MOURLLION";"Benjamin";"";"";"France"
"ANR-09-VPTT-0001";"ABV";"ANR-09-VPTT-0001-11";False;"VEOLIA ENVIRONNEMENT RECHERCHE ET INNOVATION (VERI)";"TPE";"FRANCHINEAU";"Jean-Laurent";"";"";"France"
"ANR-09-VPTT-0001";"ABV";"ANR-09-VPTT-0001-12";False;"INDUCT SAS";"PME";"";"";"Croissy-sur-Seine";"Île-de-France";"France"
"ANR-09-VILL-0011";"AETIC";"ANR-09-VILL-0011-06";False;"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE - DELEGATION REGIONALE RHONE-ALPES SECTEUR ALPES";"Divers public";"MANCEBO";"François";"";"";"France"
"ANR-09-VILL-0011";"AETIC";"ANR-09-VILL-0011-05";False;"VEOLIA ENVIRONNEMENT RECHERCHE ET INNOVATION (VERI)";"TPE";"LAGIER";"Thomas";"";"";"France"
"ANR-09-VILL-0011";"AETIC";"ANR-09-VILL-0011-04";False;"CENTRE SCIENTIFIQUE ET TECHNIQUE DU BATIMENT";"Divers public";"JOUMNI";"Haitham";"";"";"France"
"ANR-09-VILL-0011";"AETIC";"ANR-09-VILL-0011-03";False;"FONDATION INST RECH DEVELOP DURABLE ET RELAT INTERNAT (IDDRI)";"Laboratoire public";"LEFEVRE";"Benoît";"";"";"France"
"ANR-09-VILL-0011";"AETIC";"ANR-09-VILL-0011-02";False;"ENERDATA";"PME";"LAPILLONNE";"Bruno";"";"";"France"
"ANR-09-VILL-0011";"AETIC";"ANR-09-VILL-0011-01";True;"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE - DELEGATION REGIONALE RHONE-ALPES SECTEUR ALPES";"Divers public";"CRIQUI";"Patrick";"";"";"France"
"ANR-09-VILL-0010";"RESILIS";"ANR-09-VILL-0010-03";False;"IOSIS CONCEPT";"PME";"DELPEUCH";"Pierre Michel";"";"";"France"
"ANR-09-VILL-0010";"RESILIS";"ANR-09-VILL-0010-01";True;"EGIS";"PME";"ARNAUD";"Jean Pierre";"";"";"France"
"ANR-09-VILL-0010";"RESILIS";"ANR-09-VILL-0010-02";False;"ARTELIA EAU & ENVIRONNEMENT";"Entreprise autre que TPE ou PME";"BERTHELIER";"Emmanuelle";"Échirolles";"Auvergne-Rhône-Alpes";"France"
"ANR-09-VILL-0010";"RESILIS";"ANR-09-VILL-0010-06";False;"FONDATION EUROPEENNE POUR DES TERRITOIRES DURABLES";"Laboratoire public";"GUYONNAUD";"Marie Françoise";"";"";"France"
"ANR-09-VILL-0010";"RESILIS";"ANR-09-VILL-0010-04";False;"VILLE DE PARIS - REGIE ECOLE DES INGENIEURS DE LA VILLE DE PARIS - EIVP";"Divers public";"DIAB";"Youssef";"";"";"France"
"ANR-09-VILL-0010";"RESILIS";"ANR-09-VILL-0010-07";False;"CENTRE NATIONAL DU MACHINISME AGRICOLE, DU GENIE RURAL, DES EAUX ET DES FORETS - CEMAGREF";"Divers public";"PEYRAS";"Laurent";"";"";"France"
"ANR-09-VILL-0010";"RESILIS";"ANR-09-VILL-0010-05";False;"UNIVERSITE DE VERSAILLES - SAINT-QUENTIN - EN - YVELINES";"Laboratoire public";"O'CONNOR";"Martin";"";"";"France"
"ANR-09-VILL-0010";"RESILIS";"ANR-09-VILL-0010-08";False;"UNIVERSITE PARIS-EST MARNE LA VALLEE";"Laboratoire public";"BARROCA";"Bruno";"";"";"France"
"ANR-09-VILL-0009";"ASPECT-2050";"ANR-09-VILL-0009-04";False;"EGIS MOBILITE";"PME";"JUSTER";"Benoit";"";"";"France"
"ANR-09-VILL-0009";"ASPECT-2050";"ANR-09-VILL-0009-01";True;"BURGEAP";"PME";"CÔME";"Jean-Marie";"";"";"France"
"ANR-09-VILL-0009";"ASPECT-2050";"ANR-09-VILL-0009-02";False;"ISEE - LEFEBVRE FREDERIC MARCEL";"Divers privé";"LEFEBVRE NARE";"Frédéric";"";"";"France"
"ANR-09-VILL-0009";"ASPECT-2050";"ANR-09-VILL-0009-03";False;"EUROPEAN INSTITUE FOR ENERGY RESEARCH ( EIFER)";"PME";"MARKL";"Lioba";"";"";"France"
"ANR-09-VILL-0009";"ASPECT-2050";"ANR-09-VILL-0009-05";False;"CENTRE SCIENTIFIQUE ET TECHNIQUE DU BATIMENT";"Divers public";"LAIGLE";"Lydie";"";"";"France"
"ANR-09-VILL-0009";"ASPECT-2050";"ANR-09-VILL-0009-06";False;"ECOLE NATIONALE DES PONTS ET CHAUSSEES";"Laboratoire public";"LATERRASSE";"Jean";"";"";"France"
"ANR-09-VILL-0009";"ASPECT-2050";"ANR-09-VILL-0009-07";False;"INTERNATIONAL CONSULTING ON ENERGY";"TPE";"LOPEZ";"José";"";"";"France"
"ANR-09-VILL-0009";"ASPECT-2050";"ANR-09-VILL-0009-08";False;"TRACES URBAINS";"TPE";"BRANDICOURT";"Valérie";"";"";"France"
"ANR-09-VILL-0008";"BIMBY";"ANR-09-VILL-0008-05";False;"CONSEIL ARCHITEC URBANISME ENVIRONNEMENT DE L EURE (CAUE EURE)";"Laboratoire public";"Michel";"ROUSSET";"";"";"France"
"ANR-09-VILL-0008";"BIMBY";"ANR-09-VILL-0008-01";True;"CENTRE DETUDES TECHNIQUES DE LEQUIPEMENT NORMANDIE - CENTRE (CETE NC)";"Divers public";"LE FOLL";"Benoît";"";"";"France"
"ANR-09-VILL-0008";"BIMBY";"ANR-09-VILL-0008-02";False;"CENTRE D ETUDES TECHNIQUES DE L EQUIPEMENT IDF (CETE IDF)";"Divers public";"MIET";"David";"";"";"France"
"ANR-09-VILL-0008";"BIMBY";"ANR-09-VILL-0008-03";False;"ECOLE NATIONALE DES PONTS ET CHAUSSEES";"Laboratoire public";"COUTARD";"Olivier";"";"";"France"
"ANR-09-VILL-0008";"BIMBY";"ANR-09-VILL-0008-04";False;"UNIVERSITE PARIS-EST MARNE LA VALLEE";"Laboratoire public";"";"";"";"";"France"
"ANR-09-VILL-0008";"BIMBY";"ANR-09-VILL-0008-09";False;"COMMUNAUTE DE L AGGLOMERATION DE ST QUENTIN EN YVELINE (CASQY)";"Divers public";"DOZIAS";"Jasmine";"";"";"France"
"ANR-09-VILL-0008";"BIMBY";"ANR-09-VILL-0008-06";False;"ECOLE NAT SUP ARCHI PARIS BELLEVILLE";"Laboratoire public";"LE ROY";"Bernard";"";"";"France"
"ANR-09-VILL-0008";"BIMBY";"ANR-09-VILL-0008-07";False;"ENS DARCITECTURE DE MARSEILLE";"Laboratoire public";"HANROT";"Stéphane";"";"";"France"
"ANR-09-VILL-0008";"BIMBY";"ANR-09-VILL-0008-08";False;"ECOLE NATIONALE SUPERIEURE D ARCHITECTURE DE NORMANDIE (ENSA)";"Laboratoire public";"LORTIE";"André";"";"";"France"
"ANR-09-VILL-0008";"BIMBY";"ANR-09-VILL-0008-10";False;"COMMUNAUTE DE L AGGLOMERATION ROUENNAISE -ELBEUF -AUSTREBERTHE ( CREA)";"Divers public";"VALLA";"Paule";"";"";"France"
"ANR-09-VILL-0008";"BIMBY";"ANR-09-VILL-0008-11";False;"ECOLE NATIONALE DES TRAVAUX PUBLICS ETAT";"Divers public";"CHARMES";"Eric";"Vaulx-en-Velin";"Auvergne-Rhône-Alpes";"France"
"ANR-09-VILL-0007";"VegDUD";"ANR-09-VILL-0007-01";True;"CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE - DELEGATION REGIONALE BRETAGNE ET PAYS- DE-LA-LOIRE";"Divers public";"MUSY";"Marjorie";"";"";"France"
"ANR-09-VILL-0007";"VegDUD";"ANR-09-VILL-0007-02";False;"INSTITUT Français DES SCIENCES ET TECHNOLOGIES DES TRANSPORTS, DE L AMENAGEMENT ET DES RESEAUX ( IFSTTAR)";"Divers public";"RODRIGUEZ";"Fabrice";"";"";"France"
"ANR-09-VILL-0007";"VegDUD";"ANR-09-VILL-0007-03";False;"PLANTE & CITE";"Laboratoire public";"GUTLEBEN";"Caroline";"";"";"France"
"ANR-09-VILL-0007";"VegDUD";"ANR-09-VILL-0007-05";False;"UNIVERSITE DE NANTES";"Laboratoire public";"LAUNEAU";"Patrick";"";"";"France"
"ANR-09-VILL-0007";"VegDUD";"ANR-09-VILL-0007-04";False;"UNIVERSITE DE LA ROCHELLE";"Laboratoire public";"BOZONNET";"Emmanuel";"";"";"France"
"ANR-09-VILL-0007";"VegDUD";"ANR-09-VILL-0007-06";False;"INSTITUT NATIONAL DE LA RECHERCHE AGRONOMIQUE - CENTRE DE RECHERCHE DE BORDEAUX";"Divers public";"LAGOUARDE";"Jean Pierre";"";"";"France"
"ANR-09-VILL-0007";"VegDUD";"ANR-09-VILL-0007-09";False;"CENTRE SCIENTIFIQUE ET TECHNIQUE DU BATIMENT";"Divers public";"SABRE";"Maeva";"";"";"France"
"ANR-09-VILL-0007";"VegDUD";"ANR-09-VILL-0007-10";False;"Institut de radioprotection et de sureté nucléaire - IRSN";"Divers public";"MARO";"Denis";"";"";"France"
