Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"Aaron, Shawn D",Ottawa Hospital Research Institute,Foundation Grant,201610FDN,Foundation Grant,Identification of Undiagnosed Airflow Obstruction in the Canadian Population: Diagnostic and Management Strategies,"              $4,152,573","                      $0","7 yrs 0 mth "
"Abadie, Valerie","Centre hospitalier universitaire Sainte-Justine (Montr&eacute;al, Qu&eacute;bec)",Project Grant,201610PJT,Project Grant Competition,The role of intestinal B cell responses in celiac disease,"                $585,225","                      $0","5 yrs 0 mth "
"Abdallah, Sara",McGill University,Canada Graduate Scholarships - Michael Smith Foreign Study Supplements,201606FSS,Special Cases - Awards Programs,Interventions for the management of breathlessness in COPD: A role for opioid therapy,"                  $6,000","                      $0","0 yr 3 mths "
"AbdelRahman, Khaled S",University of Ottawa,CIHR Fellowship,201611MFE,Allied Health Professionals - Fellowships,Novel mechanisms for the regulation of G-protein coupled receptors in hypertension,"                $165,000","                      $0","3 yrs 0 mth "
"Abdullahi, Abdikarim",University of Toronto,Canada Graduate Scholarships - Michael Smith Foreign Study Supplements,201606FSS,Special Cases - Awards Programs,Identifying the mechanisms involved in burn injury induced adipose tissue browning.,"                  $6,000","                      $0","0 yr 4 mths "
"Abela, Andrew R",Centre for Addiction and Mental Health (Toronto),CIHR Fellowship,201611MFE,Fellowships - Post-PhD,Impact of co-abuse of alcohol and cannabis on cognition: Identifying the roles of the dopamine and endocannabinoid systems,"                $135,000","                      $0","3 yrs 0 mth "
"Abrahamowicz, Michal M",Research Institute of the McGill University Health Centre,Project Grant,201603PJT,Project Grant Competition,New statistical methods for cohort studies of adverse effects of medications,"                $753,035","                      $0","5 yrs 0 mth "
"Abrams, David B",Direct Payment,Best Brains Exchange Travel Award,201604BBR,Special Cases - Awards Programs,Measuring and managing the risks and benefits of vaping products in Canada,"                  $2,315","                      $0","1 yr 0 mth "
"Abusarah, Jamilah",McGill University,Doctoral: Vanier Canada Graduate Scholarships,201611CGV,Vanier Canada Graduate Scholarships CIHR,The role of the deubiquitinase OTUB1 in the biology of B-cells,"                $150,000","                      $0","3 yrs 0 mth "
"Acai, Anita",McMaster University,Travel Awards - Institute Community Support,201601ISU,Institute of Health Services and Policy Research,Designing and implementing competency-based assessment tools: Lessons from trauma and orthopedic surgery at a Canadian training centre,"                  $1,500","                      $0","1 yr 0 mth "
"Active Aging Canada, .",Direct Payment,Planning and Dissemination Grant - Institute Community Support,201601PCS,Planning and Dissemination - IHSPR,Establishing a Healthy Active Aging Knowledge Exchange Pathway,"                  $9,998","                      $0","1 yr 0 mth "
"Acton, Rachel",University of Waterloo (Ontario),Travel Awards - Institute Community Support,201601ISU,Institute of Population and Public Health - Travel Awards,The efficacy of calorie labelling formats on pre-packaged foods: an experimental study among youth and young adults in Canada,"                  $1,500","                      $0","1 yr 0 mth "
"Acuna Mancilla, Sergio A",Unity Health Toronto,Travel Awards - Institute Community Support,201601ISU,Institute of Cancer Research,Outcomes of Solid Organ Transplant Recipients with Pre-Existing Malignancies,"                    $994","                      $0","1 yr 0 mth "
"Adams, Diane J",University of Saskatchewan,Master's Award: Canada Graduate Scholarships,201612GSM,Special Cases - Awards Programs,Crisis and Risk Communication for First Nations after an Oil Spill in a Canadian Prairie River.,"                 $17,500","                      $0","1 yr 0 mth "
"Adamson, Robert B; Bance, Manohar L",Dalhousie University (Nova Scotia),Collaborative Health Research Projects (NSERC partnered),201610CPG,Collaborative Health Research Projects - NSERC Partnered,Optical coherence tomography of the middle ear,"                $337,717","                      $0","3 yrs 0 mth "
"Adant, Samuel",Universit&eacute; Laval,Master's Award: Canada Graduate Scholarships,201612GSM,Special Cases - Awards Programs,Potentialisation de la thérapie radionucléique des tumeurs neuroendocrines,"                 $17,500","                      $0","1 yr 0 mth "
"Adekpedjou, Rheda",Universit&eacute; Laval,Travel Awards - Institute Community Support,201601ISU,Summer Program in Aging,Étude du processus de prise de décision des aînés vulnérables et de proches-aidants en matière de localisation des soins dans la province de Québec,"                    $800","                      $0","1 yr 0 mth "
"Adeli, Khosrow",Hospital for Sick Children (Toronto),Project Grant,201603PJT,Project Grant Competition,Mechanisms of Diabetic Dyslipidemia: Neuroendocrine Regulation of Intestinal Lipoprotein Metabolism in Normal and Insulin Resistance States,"                $860,064","                      $0","5 yrs 0 mth "
"Adhikari Dahal, Kamala",University of Calgary,Doctoral: Vanier Canada Graduate Scholarships,201611CGV,Vanier Canada Graduate Scholarships CIHR,"Examining Neighbourhood Socioeconomic Status, Anxiety during Pregnancy, and Preterm Birth","                $150,000","                      $0","3 yrs 0 mth "
"Adjibade, Pauline",Universit&eacute; Laval,Travel Awards - Institute Community Support,201607ISU,Institute of Cancer Research,Mécanisme de régulation de l'expression du facteur de stress ATF4 au cours de traitement avec des agents chimiothérapeutiques.,"                  $1,000","                      $0","1 yr 0 mth "
"Advani, Andrew",Unity Health Toronto,Project Grant,201610PJT,Project Grant Competition,Non-coding RNA in diabetic kidney disease,"                $650,250","                      $0","5 yrs 0 mth "
"Afilalo, Jonathan",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr&eacute;al-Jewish General,Project Grant,201610PJT,Project Grant Competition,Protein and Exercise to Reverse Frailty in OldeR Men and women undergoing TAVR: The PERFORM-TAVR Trial,"              $1,082,476","                      $0","4 yrs 0 mth "
"Agarwal, Arnav",Hospital for Sick Children (Toronto),"Undergraduate: Mobility, musculoskeletal health and arthritis - ICS",201601SMA,Summer Studentships in Musculoskeletal Health,iCanCope with Pain: An Integrated Smartphone and Web Self-management Program for Adolescents and Young Adults with Arthritis,"                  $5,000","                      $0","0 yr 4 mths "
"Agarwal, Gina (Ragini); McLeod, Brent T; Tavares, Walter",McMaster University,Planning and Dissemination Grant - Institute Community Support,201608PCS,Planning and Dissemination - IA,Dissemination and Scale-up of a Community Paramedicine Initiative: Chronic Disease and Health Risk Assessment in a Low-Income Older Adult Population,"                 $19,792","                      $0","1 yr 0 mth "
"Agarwal, Gina (Ragini); Costa, Andrew P; Price, David J; Welsford, Michelle",McMaster University,Project Grant,201610PJT,Project Grant Competition,Improving Healthcare Utilization by Frequent 911 Callers: The Community Paramedicine at Home (CP@home) Trial,"                $462,824","                      $0","3 yrs 0 mth "
"Agostinho Pena, Izabella",Children's Hospital of Eastern Ontario Research Institute Inc,CIHR Fellowship,201611MFE,Fellowships - Post-PhD,Zebrafish models for pyridoxine dependent epilepsy research; drug discovery and pre-clinical validation,"                $135,000","                      $0","3 yrs 0 mth "
"Agudelo, Daniel S",Universit&eacute; Laval,Doctoral: Vanier Canada Graduate Scholarships,201611CGV,Vanier Canada Graduate Scholarships CIHR,Therapy development for pediatric diseases by gene correction in vivo,"                $150,000","                      $0","3 yrs 0 mth "
"Aguiar, Jennifer","Ontario Institute for Cancer Research (Toronto, Ontario)",Undergraduate: Genetics - ICS,201601SIG,Undergraduate Studentship - IG,Characterization of Mitochondrial DNA Mutations for the Early Detection of Prostate Cancer,"                  $5,000","                      $0","0 yr 4 mths "
"Ahamad, Keith",University of British Columbia,Embedded Clinician Researcher Salary Award - Western Canada,201603TI2,Other : Embedded Clinician Researcher Salary Award,Engaging primary care through research and education as the key to improving access to evidence-based addiction and treatment in Canada,"                $300,000","                      $0","4 yrs 0 mth "
"Ahmad Khan, Faiz",Research Institute of the McGill University Health Centre,Project Grant,201603PJT,Project Grant Competition,Computer-aided detection of pulmonary tuberculosis on digital chest x-rays: its role in the detection of active tuberculosis in a high burden setting of low HIV prevalence,"                $485,456","                      $0","3 yrs 0 mth "
"Ahmed, Rashik",McMaster University,Master's Award: Canada Graduate Scholarships,201612GSM,Special Cases - Awards Programs,Probing the Interactions between (-) Epigallo-3-catechin Gallate & Amyloid Beta Assemblies in Alzheimer's Disease,"                 $17,500","                      $0","1 yr 0 mth "
"Ahmed, Sara; Bourbeau, Jean; Ricard, Jacques J",Research Institute of the McGill University Health Centre,Project Grant,201604PJT,Project Grant Competition,Maximizing the effects of self-management interventions on chronic disease outcomes: implementation of a chronic disease patient health portal in primary care,"                $100,000","                      $0","1 yr 0 mth "
"Ahmed, Zafarali",McGill University,Undergraduate: Genetics - ICS,201601SIG,Undergraduate Studentship - IG,"The Impact of Tumor Growth Dynamics on Heterogeneity, Sampling Bias and Metastasis Diversity","                  $5,000","                      $0","0 yr 4 mths "
"Ahmed, Zafarali",McGill University,Master's Award: Canada Graduate Scholarships,201612GSM,Special Cases - Awards Programs,Genetic consequences of the latency period in metastasis,"                 $17,500","                      $0","1 yr 0 mth "
"Ahola Kohut, Sara H",Hospital for Sick Children (Toronto),Prize - IHDCYH Talks,201610IHT,Prize - IHDCYH Talks,iPeer2Peer (iP2P) Program: A Feasibility Pilot Randomized Controlled Trial of a Support Mentoring Program for Adolescents with Chronic Pain,"                    $750","                      $0","1 yr 0 mth "
"Aiken, Alice B; Knox, Janet E; Kirk, Sara F",Dalhousie University (Nova Scotia),HSPR Training Modernization Start-Up Grant - Eastern Canada,201611HT1,Other: HSPR Training Modernization Start-Up Grant,"Training Modernization Start Up Grant, Eastern Canada","                $100,000","                      $0","1 yr 0 mth "
"Ailles, Laurie E",University Health Network (Toronto),Project Grant,201610PJT,Project Grant Competition,Functional and Molecular Characterization of Cancer-Associated Fibroblasts in High Grade Serous Ovarian Cancer,"                $698,445","                      $0","5 yrs 0 mth "
"Ailles, Laurie E",University Health Network (Toronto),Project Grant,201611PJT,Project Grant Competition,Functional and Genetic Heterogeneity in Oral Squamous Cell Carcinoma,"                $100,000","                      $0","1 yr 0 mth "
